city,country,x3,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x33,x36,x38,x39,x41,x47,x48,x49,x50,x51,x52,x53,x54,x55,country_name,continent_name,wage_span,median_salary,average_salary,lowest_salary,highest_salary,Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Hangzhou,China,5.69,2.45,1.93,1.08,1.99,20.51,4.78,14.32,2.06,1.67,1.46,1.2,0.93,1.11,0.7,0.71,1.18,38.07,8.26,22.37,6.41,86.02,523.15,320.85,1026.14,727.3,7780.17,4306.23,1079.52,5.23,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Miami,United States,10.0,1.15,3.17,5.48,3.92,12.08,16.04,14.84,6.72,1.93,4.86,5.05,3.32,3.17,1.92,1.95,1.12,156.11,62.69,48.32,15.0,105.77,2604.55,1910.42,4620.37,3175.0,6516.5,2973.53,4195.86,5.33,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Yantai,China,4.98,1.78,1.19,0.78,1.6993749999999999,8.54,3.46,15.66,1.92,1.2897435897435898,1.78,1.35,1.19,0.71,0.5,0.57,1.16,45.79,14.24,39.833448275862054,6.83,85.41,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,4.5,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Luoyang,China,5.34,1.85,1.78,0.71,1.24,4.27,2.14,8.54,0.93,0.71,1.14,0.85,0.43,0.43,0.43,0.78,1.21,37.01,11.39,21.35,4.63,92.53,156.59,484.01,412.83,249.12,42706.45,1708.26,640.6,4.45,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Kunming,China,5.34,1.89,2.73,1.78,1.71,14.71,5.37,10.5,1.64,1.0,1.49,1.61,0.93,1.19,0.66,0.71,1.18,47.45,12.46,23.73,7.12,128.12,212.96,226.63,365.57,361.01,5517.93,3892.4,949.44,5.25,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Baghdad,Iraq,8.0,1.0,0.78,1.21,1.64,4.29,4.13,9.96,0.85,0.96,0.89,0.61,0.6,0.51,0.73,0.52,0.35,123.31,58.46,34.73,7.0,35.95,432.77,251.24,798.0,459.25,2099.93,928.52,520.92,8.38,Iraq,Asia,Monthly,1382.38,1573.31,395.62,6988.25,56.0,Iraq,34.47,10.63,23.29,30.46,28.31,40.92
Quanzhou,China,4.27,1.57,2.21,1.0,1.6993749999999999,22.06,1.99,12.81,2.42,1.2897435897435898,1.71,0.78,0.71,0.57,0.21,1.42,1.01,34.2,28.47,14.24,4.27,106.77,358.41375,233.11122807017554,569.42,456.57107142857154,5777.72543859649,3069.4907272727282,1366.61,5.32,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Madrid,Spain,8.43,0.9,1.09,1.22,2.45,10.67,7.45,11.92,2.16,1.92,1.79,1.92,1.21,1.38,1.06,0.72,2.01,166.08,38.1,43.57,9.48,97.23,1056.14,839.48,1813.42,1310.62,5612.64,3720.15,2089.54,2.29,Spain,Europe,Monthly,2579.28,2875.26,877.38,12050.74,116.0,Spain,53.88,21.25,38.58,45.69,53.96,70.04
Khartoum,Sudan,8.0,1.53,0.76,2.12,2.02,6.1,5.73,6.21,4.93,0.78,1.98,2.01,1.52,1.27,0.97,0.59,1.13,41.59,76.5,27.75,1.67,40.36,520.0,233.6,842.59,453.67,1160.0,766.67,148.57,17.0,Sudan,Africa,Monthly,67.61,74.53,18.8,331.92,,,,,,,,
Qingdao,China,4.7,2.04,1.16,0.82,1.37,11.45,4.19,11.58,1.29,1.61,1.37,1.27,0.66,0.54,0.45,0.55,1.16,34.17,11.25,20.17,7.12,76.52,306.31,170.01,699.91,322.65,5338.31,2514.94,977.5,5.0,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Wuxi,China,5.55,2.28,1.66,0.95,1.53,14.24,3.99,11.63,2.28,1.53,1.61,1.47,0.53,1.0,0.34,0.5,1.18,32.39,8.86,14.83,5.69,49.75,619.24,355.89,1423.55,711.77,3495.67,2989.45,1020.68,5.17,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Maoming,China,3.91,2.46,1.71,0.71,2.73,12.228356164383557,3.56,15.66,0.85,0.96,1.42,1.14,0.71,0.28,0.71,0.43,1.16,31.79,6.41,39.833448275862054,5.55,64.06,142.35,71.18,284.71,213.53,5777.72543859649,3069.4907272727282,854.8433333333334,4.65,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Nanchong,China,4.27,1.83,1.36,0.71,1.37,9.73,3.63,11.39,1.14,1.14,1.0,0.71,0.57,0.71,0.47,0.43,1.19,45.92,7.12,56.94,4.98,55.52,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,5.33,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Dallas,United States,8.0,0.89,3.19,4.14,3.0,10.21,13.17,16.23,4.77,2.02,4.68,4.18,3.55,2.9,1.79,2.27,1.14,170.42,69.3,42.18,13.5,121.24,1799.71,1416.26,3498.93,2434.73,3209.07,1968.67,5459.79,4.65,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Giza,Egypt,3.26,0.71,0.41,0.57,1.16,2.33,3.65,7.34,1.1,0.64,0.39,0.38,0.3,0.26,0.15,0.22,0.38,41.97,14.19,23.4,4.68,32.92,118.53,55.96,195.35,150.58,406.98,228.93,171.51,12.5,Egypt,Africa,Monthly,254.53,298.51,75.36,1329.24,36.0,Egypt,29.52,5.82,18.41,27.42,23.42,21.54
Allahabad,India,3.68,0.64,0.58,0.53,0.96,4.79,2.55,6.67,1.29,0.61,0.72,0.42,0.34,0.39,0.59,0.32,1.19,63.46,9.36,14.33,4.91,40.94,78.3,79.83,245.64,141.24,614.09,654.8805825242716,409.39,10.88,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Yulin,China,4.48,1.57,1.67,1.28,1.34,9.96,5.79,13.29,2.28,0.71,2.18,1.14,0.5,1.42,0.81,0.59,1.3,39.99,9.49,39.833448275862054,5.69,132.86,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,4.18,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Changde,China,4.27,2.56,1.42,0.57,1.82,5.69,5.69,15.18,1.71,2.49,4.27,1.42,1.42,2.28,1.42,0.43,1.19,84.52,19.15,17.08,4.27,42.71,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,711.77,498.24,4.46,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Philadelphia,United States,8.5,1.26,3.57,4.38,3.46,13.21,14.47,14.9,4.99,1.5,4.68,5.49,3.15,2.73,1.97,1.71,1.2,166.22,67.55,49.06,14.0,122.62,1886.56,1260.83,3087.5,2141.18,5651.05,2690.98,4897.71,5.0,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Nairobi,Kenya,5.91,0.96,0.52,1.55,1.39,11.6,5.88,4.62,2.33,0.91,1.8,0.95,0.91,0.98,0.63,0.76,1.18,28.18,52.18,47.67,6.52,43.87,414.88,183.21,979.8,423.08,1415.61,613.08,455.52,12.53,Kenya,Africa,Monthly,863.29,991.43,250.22,4424.36,66.0,Kenya,33.92,8.73,22.11,31.27,28.82,32.18
Guadalajara,Mexico,6.19,1.14,1.89,1.5,1.67,6.34,7.02,10.2,2.51,1.26,1.2,1.27,1.56,1.25,0.89,0.93,1.17,43.29,28.69,30.73,4.38,68.82,531.16,359.0,1072.51,776.57,1578.73,845.73,764.19,10.66,Mexico,Central America,Monthly,1681.97,1917.34,482.78,8495.98,79.0,Mexico,35.35,12.55,24.66,34.82,32.67,38.62
Houston,United States,9.0,0.95,3.02,3.34,3.15,11.94,9.11,14.15,4.42,1.25,3.28,3.15,2.21,2.19,1.58,2.12,1.03,173.45,73.91,43.42,12.0,100.62,1590.76,1246.59,2941.19,1941.97,2958.88,1733.97,5063.25,4.91,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Atlanta,United States,8.25,0.88,2.67,4.41,2.86,12.81,10.83,13.32,4.84,1.62,5.13,4.21,3.05,2.4,1.69,1.93,1.01,213.22,73.7,40.18,15.0,89.44,1883.81,1540.8,3275.0,2203.08,4122.58,2098.96,4878.17,4.84,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Nanchang,China,4.98,1.99,1.74,0.68,1.82,8.19,3.84,8.75,1.8,0.85,1.38,1.71,0.93,0.78,0.85,0.62,1.17,53.86,19.15,78.88,5.69,49.82,163.71,85.41,455.54,341.65,2847.1,1992.97,598.32,4.46,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Dezhou,China,4.7,2.04,1.16,0.82,1.37,11.45,4.19,11.58,1.29,1.61,1.37,1.27,0.66,0.54,0.45,0.55,1.16,34.17,11.25,39.833448275862054,7.12,76.52,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,5.0,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Suzhou,China,6.55,2.76,3.56,1.46,3.86,25.15,5.96,19.98,2.87,2.57,3.92,2.0,1.34,1.5,1.4,0.99,1.18,64.83,12.61,49.17,9.61,167.78,775.04,512.48,2174.87,1076.72,9490.32,4738.38,925.31,4.72,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Toronto,Canada,9.63,2.52,2.54,2.93,2.96,11.48,11.92,13.14,3.2,1.26,3.19,3.36,2.81,2.47,2.3,1.67,1.44,127.96,54.91,46.66,11.12,102.73,1728.5,1426.71,2733.4,2302.11,9834.67,7249.17,3249.79,5.24,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Singapore,Singapore,5.92,2.59,2.03,2.78,2.81,19.48,8.98,20.2,3.82,2.61,3.8,3.0,2.24,2.16,1.9,1.52,2.35,145.68,35.02,107.93,11.09,115.29,2734.54,2015.75,5414.5,3517.55,20752.74,10392.94,4619.45,2.5,Singapore,Asia,Monthly,5647.06,6235.29,1573.53,27720.59,110.0,Singapore,83.98,66.43,75.75,77.08,61.17,91.34
Shantou,China,4.27,1.57,2.21,1.0,1.6993749999999999,22.06,1.99,12.81,2.42,1.2897435897435898,1.71,0.78,0.71,0.57,0.21,1.42,1.188375,34.2,11.39,34.8,6.05,106.77,358.41375,711.77,802.5032758620683,456.57107142857154,2135.32,1138.84,1260.6,5.32,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Washington,United States,9.0,1.01,3.24,4.47,3.48,13.85,11.91,16.56,5.52,1.94,5.53,6.16,3.36,3.02,2.31,2.13,1.24,159.71,56.06,86.88,13.99,135.0,2307.11,1882.14,4600.0,3150.0,7882.02,4843.76,5907.32,5.16,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Changzhou,China,4.98,1.58,1.57,0.7,1.37,9.02,5.05,9.83,1.7,0.98,0.98,0.88,0.64,0.39,0.38,0.81,1.16,75.63,14.24,26.1,9.96,56.94,327.42,199.3,711.77,427.06,3416.52,1779.44,996.48,4.86,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Abidjan,Ivory Coast,8.84,1.75,0.56,1.1,2.03,12.32,8.33,6.0,2.68,0.88,1.71,1.78,1.04,1.11,0.56,0.72,1.09,131.53,55.88,57.03,8.03,88.35,568.94,227.99,1269.08,835.34,1579.65,1499.33,131.96,10.93,,,,,,,,60.0,Ivory Coast,47.03,17.68,33.27,40.22,31.99,6.92
Fuzhou,China,4.98,1.84,1.28,0.85,1.59,10.63,5.2,16.13,2.24,1.42,1.46,1.28,0.64,0.93,0.43,0.66,1.2,49.32,9.15,28.47,7.12,87.19,370.12,194.55,612.13,409.27,6405.97,2942.0,781.77,5.18,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Surat,India,3.68,0.75,0.52,0.69,0.9,5.42,3.28,9.83,1.54,0.51,1.03,0.53,0.37,0.44,0.57,0.33,1.23,38.09,7.33,15.79,3.68,31.58,219.25,227.49,320.76,272.23,687.08,484.34,331.61,7.45,India,Asia,Monthly,327.97,384.43,97.07,1717.92,53.0,India,24.43,5.3,15.47,26.43,17.56,49.72
Alexandria,Egypt,3.66,0.76,0.45,0.64,1.11,2.69,3.64,7.24,1.07,0.61,0.4,0.36,0.34,0.26,0.22,0.21,0.37,21.56,12.1,20.93,4.07,39.98,142.44,82.85,299.58,175.24,696.65,245.54,163.76,12.86,Egypt,Africa,Monthly,254.53,298.51,75.36,1329.24,36.0,Egypt,29.52,5.82,18.41,27.42,23.42,21.54
Belo Horizonte,Brazil,5.75,0.91,1.4,1.85,1.77,7.99,3.59,7.99,1.32,0.94,0.71,1.39,0.8,0.81,0.46,0.58,1.31,70.83,19.46,19.75,5.75,63.37,269.83,184.96,558.01,392.77,1697.83,945.38,319.37,10.77,Brazil,South America,Monthly,1490.04,1711.16,432.27,7609.56,20.0,Brazil,33.24,8.27,21.54,28.16,25.24,27.85
Pingdingshan,China,5.34,1.85,1.78,0.71,1.24,4.27,2.14,8.54,0.93,0.71,1.14,0.85,0.43,0.43,0.43,0.78,1.21,37.01,11.39,39.833448275862054,4.63,92.53,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,4.45,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Guilin,China,4.63,1.42,1.47,0.83,2.26,4.27,2.85,9.25,0.85,0.5,0.71,0.43,0.43,0.71,0.14,0.93,1.188375,35.59,17.08,42.71,5.69,62.28,143.07,99.65,427.06,170.83,1850.61,3069.4907272727282,465.03,5.0,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Boston,United States,10.0,1.09,3.82,4.15,3.49,16.77,13.22,16.64,4.82,1.52,4.85,5.83,2.62,3.18,2.07,2.07,1.23,185.0,60.95,71.27,15.0,113.69,2715.62,1959.0,4969.5,3339.66,11011.48,6080.41,5342.19,5.02,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Sydney,Australia,9.5,1.4,2.31,1.88,3.77,7.76,8.01,13.67,2.89,2.36,2.51,5.28,2.33,2.1,2.61,1.47,1.38,133.25,50.66,57.5,14.27,119.03,1720.76,1276.4,3362.87,2175.19,11820.92,6996.74,4683.94,2.97,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Jiujiang,China,3.42,1.42,1.57,0.85,1.37,9.02,4.27,9.83,1.7,0.98,0.98,0.71,0.64,0.39,0.28,0.43,1.17,72.6,11.39,39.833448275862054,4.27,56.94,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,4.86,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Bozhou,China,3.56,0.86,1.57,0.88,1.37,9.02,4.27,9.83,1.7,0.98,0.98,0.88,0.64,0.39,0.38,0.81,1.17,89.91,7.12,39.833448275862054,3.56,56.94,213.53,142.35,427.06,284.71,10726.06,9193.77,711.77,4.86,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Barcelona,Spain,9.48,1.0,1.5,1.35,2.62,12.32,7.45,12.0,2.07,1.99,1.82,2.31,1.4,1.53,1.07,0.81,2.05,170.85,40.15,45.78,9.48,106.58,1083.72,851.11,1798.22,1381.31,5103.12,3180.1,1978.23,2.11,Spain,Europe,Monthly,2579.28,2875.26,877.38,12050.74,116.0,Spain,53.88,21.25,38.58,45.69,53.96,70.04
Huizhou,China,4.27,1.85,2.14,1.0,1.6993749999999999,16.37,2.92,11.39,2.42,1.2897435897435898,1.71,0.78,0.71,0.57,0.43,0.43,1.16,71.18,14.95,35.59,6.76,28.47,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,2562.39,1195.78,854.8433333333334,5.32,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Melbourne,Australia,9.68,1.31,2.25,2.16,3.65,8.8,8.36,13.57,2.94,2.45,2.42,5.19,2.43,2.09,3.06,1.53,1.42,148.65,51.57,46.14,14.95,114.04,1284.94,1042.29,2385.93,1618.73,6263.8,5282.19,4052.92,3.44,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Chenzhou,China,4.98,1.84,1.07,0.85,1.59,10.63,4.27,7.47,1.66,1.42,1.46,1.0,0.64,0.43,0.43,0.66,1.16,49.32,9.15,39.833448275862054,6.76,87.19,213.53,142.35,569.42,355.89,2642.46,1585.48,996.48,3.0,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Dalian,China,4.98,1.69,1.24,0.9,1.77,18.93,3.58,10.3,1.21,1.09,1.45,0.89,0.59,0.78,0.74,0.59,1.23,37.98,9.89,110.32,7.12,63.22,409.4,249.2,1085.46,462.79,3894.83,1708.89,729.89,6.42,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Anqing,China,6.55,1.42,1.599277108433734,0.71,1.71,13.52,2.56,11.39,2.14,1.42,2.14,1.85,0.85,0.71,0.57,0.41,1.4,36.92,7.12,39.833448275862054,5.69,79.25000000000001,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,3.5,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Jiangmen,China,6.05,1.85,1.42,0.93,1.37,7.12,2.92,6.41,2.14,1.71,1.0,0.71,0.57,0.64,0.5,0.71,1.14,21.35,14.95,17.78,6.41,28.47,209.97,156.59,403.34,355.89,5777.72543859649,3069.4907272727282,960.9,5.3,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Harbin,China,5.69,1.35,1.57,0.71,1.79,13.52,3.56,11.39,1.42,1.99,3.06,0.9,0.57,1.64,0.5,1.0,1.16,56.94,11.86,21.35,4.27,92.53,284.71,170.83,683.3,313.18,2242.09,1475.75,661.75,5.8,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Johannesburg,South Africa,4.28,1.07,0.91,1.5,2.05,6.57,4.49,7.15,1.55,1.44,1.5,1.47,1.33,1.21,1.0,0.95,1.43,106.1,49.89,32.4,5.7,72.93,396.6,371.4,756.77,736.5,735.61,670.67,1502.75,9.12,South Africa,Africa,Monthly,1441.44,1658.72,417.59,7366.19,114.0,South Africa,42.09,16.6,30.14,34.78,41.33,78.36
Zibo,China,3.42,1.91,1.55,0.95,1.25,14.59,2.96,10.56,1.25,1.37,1.36,1.12,0.74,0.74,0.71,0.67,1.2,21.35,8.54,11.39,5.69,71.18,284.71,142.35,498.24,142.35,1850.61,854.13,432.43,5.2,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Casablanca,Morocco,6.14,0.69,0.47,1.41,1.23,7.45,5.44,7.53,1.19,1.13,0.57,0.58,0.47,0.45,0.29,0.54,1.43,37.98,36.34,20.64,5.9,80.36,426.32,237.37,784.59,447.67,1863.17,972.37,470.72,4.88,Morocco,Africa,Monthly,1634.24,1896.89,477.63,8433.85,83.0,Morocco,33.83,8.98,22.18,30.63,24.52,34.36
Kabul,Afghanistan,3.11,0.6,0.23,1.23,1.2,3.39,2.53,5.39,0.73,0.92,1.11,0.49,0.3,0.23,0.23,0.33,0.89,31.99,715.63,13.56,2.54,36.16,108.92,64.97,228.81,146.89,694.92,355.93,195.86,13.88,Afghanistan,Asia,Monthly,853.74,1001.15,252.53,4460.97,1.0,Afghanistan,20.37,2.72,12.09,14.92,12.41,23.04
Phoenix,United States,10.0,0.85,3.15,4.09,3.55,11.81,10.22,15.16,4.59,1.51,3.73,4.1,2.89,2.64,1.64,2.51,1.31,209.47,78.04,34.37,12.0,93.25,1702.48,1476.19,2711.17,2238.52,2628.55,2357.3,5090.45,5.11,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Xiamen,China,4.84,1.39,1.28,0.85,1.57,10.63,3.86,13.1,2.16,1.19,1.46,1.72,0.64,1.24,1.09,0.51,1.19,49.32,9.15,35.59,5.69,49.82,460.28,270.47,1471.0,583.65,9964.84,4626.53,891.28,5.18,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Amman,Jordan,7.05,1.47,0.53,1.68,2.02,7.39,6.12,11.53,2.03,1.77,1.5,0.75,0.96,0.75,0.64,0.57,1.36,75.22,36.88,59.1,11.28,89.0,353.18,272.13,622.57,465.8,1311.2,815.52,635.66,7.67,Jordan,Asia,Monthly,1946.4,2284.91,578.28,10141.04,64.0,Jordan,49.19,9.23,30.46,40.81,41.16,31.34
Kano,Nigeria,4.5,2.7,1.24,2.25,1.59,3.782777777777777,2.81,3.38,4.5,1.43,1.05,0.98,1.88,1.73,0.3,0.34,0.41,13.51,19.14,27.02,4.5,33.77,337.71,168.85,1125.7,337.71,1125.7,450.28,138.91923076923078,16.48705882352941,Nigeria,Africa,Monthly,389.85,438.91,110.63,1949.27,89.0,Nigeria,30.49,35.99,33.07,33.65,20.92,9.34
Luzhou,China,4.63,2.23,1.67,1.1,1.86,7.83,3.68,11.7,1.45,1.6,1.99,1.41,1.01,1.2,0.93,0.53,1.18,56.41,6.69,39.833448275862054,6.83,81.84,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,5.24,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Taiyuan,China,4.98,1.42,2.85,0.57,0.85,14.24,2.85,9.96,1.42,1.14,0.85,0.71,0.57,0.57,0.43,0.43,1.16,43.6,9.11,35.59,4.27,49.82,142.35,71.18,284.71,170.83,1423.55,1138.84,569.42,5.0,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Zhaoqing,China,6.55,1.42,1.599277108433734,0.71,1.71,13.52,2.56,11.39,2.14,1.42,2.14,1.85,0.85,0.71,0.57,0.41,1.4,56.94,7.12,42.71,5.69,79.25000000000001,185.06,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,3.5,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Yokohama,Japan,5.21,1.54,1.36,3.1,1.89,11.47,5.64,14.33,3.23,2.23,3.72,3.69,2.98,3.72,1.49,0.84,1.23,181.61,35.77,65.15,14.89,124.09,900.24,670.93,1954.36,1247.53,6886.8,6948.84,2707.07,2.08,Japan,Asia,Monthly,3158.67,3453.12,869.97,15391.82,62.0,Japan,77.03,25.86,53.04,81.31,45.4,87.11
Liuzhou,China,4.27,1.14,0.94,1.04,1.11,12.228356164383557,3.77,11.03,1.66,1.14,1.42,1.35,1.14,1.07,0.75,0.78,1.188375,49.82,10.87,42.71,6.05,60.5,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,593.15,4.65,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Seattle,United States,11.0,1.12,4.2,5.0,3.53,17.09,14.78,17.45,5.89,2.68,5.24,6.57,3.23,3.23,2.38,1.94,1.4,221.73,71.0,57.49,15.0,118.21,2291.82,1843.86,4174.86,3055.84,6897.61,4878.43,6292.34,5.23,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Jeddah,Saudi Arabia,7.45,1.6,0.83,2.01,2.54,7.41,8.25,13.15,2.18,1.58,1.6,1.76,1.17,1.03,1.5,0.59,0.61,104.88,70.14,90.14,15.96,108.3,499.97,356.46,868.44,596.8,1296.93,1003.84,1689.77,4.37,Saudi Arabia,Asia,Monthly,3840.0,4480.0,1128.0,19893.33,106.0,Saudi Arabia,50.41,11.67,32.25,42.57,35.5,91.85
Berlin,Germany,9.48,1.19,1.7,2.43,2.99,12.69,9.87,14.43,2.69,1.82,2.55,3.17,2.0,1.5,1.42,0.69,2.16,308.3,40.24,40.57,12.64,110.25,1321.9,967.17,2447.03,1736.85,8604.37,5679.69,3158.05,2.18,Germany,Europe,Monthly,3731.5,4048.63,1014.8,17970.4,44.0,Germany,65.58,27.62,47.78,52.31,60.91,103.08
Baojishi,China,4.26,1.16,1.71,0.74,1.86,12.228356164383557,3.04,8.83,1.14,1.1,0.83,0.73,0.63,0.57,0.47,0.52,1.15,46.76,13.95,16.01,6.76,71.18,156.59,117.8,327.42,185.06,5777.72543859649,3069.4907272727282,555.11,5.28,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
Zaozhuang,China,4.27,2.33,1.11,0.59,1.09,12.228356164383557,4.63,6.41,1.19,0.85,1.42,0.81,0.38,0.36,0.71,0.57,1.17,67.77,8.12,39.833448275862054,5.34,110.32,358.41375,233.11122807017554,802.5032758620683,456.57107142857154,5777.72543859649,3069.4907272727282,854.8433333333334,5.17,China,Asia,Monthly,3684.93,4027.4,1015.07,17945.21,26.0,China,41.77,16.53,29.93,46.01,28.37,59.99
